mất_trắng	V	B-VP	O
hết	T	O	O
.	CH	O	O

Công_ty	N	B-NP	B-ORG
Cao_su	N	I-NP	I-ORG
Bình_Thuận	NNP	I-NP	I-ORG
được	V	B-VP	O
giao	V	B-VP	O
1.393	M	B-NP	O
ha	Nu	B-NP	O
trong	E	B-PP	O
đó	P	B-NP	O
có	V	B-VP	O
500	M	B-NP	O
ha	Nu	B-NP	O
xây	V	B-VP	O
nhà	N	B-NP	O
cho	E	B-PP	O
công_nhân	N	B-NP	O
của	E	B-PP	O
công_ty	N	B-NP	O
nhưng	C	O	O
chỉ	R	O	O
mới	R	O	O
trồng	V	B-VP	O
được	R	O	O
130	M	B-NP	O
ha	Nu	B-NP	O
cao_su	N	B-NP	O
;	CH	O	O
doanh_nghiệp	N	B-NP	O
tư_nhân	N	B-NP	O
(	CH	O	O
DNTN	Ny	B-NP	O
)	CH	O	O
Tạo_Lập	NNP	B-NP	B-ORG
được	V	B-VP	O
giao	V	B-VP	O
100	M	B-NP	O
ha	Nu	B-NP	O
chỉ	R	O	O
trồng	V	B-VP	O
được	R	O	O
16,7	M	B-NP	O
ha	Nu	B-NP	O
keo	N	B-NP	O
lai	A	B-AP	O
,	CH	O	O
DNTN	Ny	B-NP	O
Việt_Thành	NNP	B-NP	B-ORG
được	V	B-VP	O
giao	V	B-VP	O
160	M	B-NP	O
ha	Nu	B-NP	O
mới	R	O	O
canh_tác	V	B-VP	O
được	R	O	O
14,5	M	B-NP	O
ha	Nu	B-NP	O
đất	N	B-NP	O
trồng	V	B-VP	O
cây	N	B-NP	O
ăn	V	B-VP	O
quả	N	B-NP	O
...	CH	O	O

Nhiều	L	B-NP	O
đơn_vị	N	B-NP	O
bị	V	B-VP	O
chiếm	V	B-VP	O
toàn_bộ	L	B-NP	O
đất	N	B-NP	O
được	V	B-VP	O
giao	V	B-VP	O
:	CH	O	O
Tổng_đội	N	B-NP	O
Thanh_niên	N	B-NP	O
xung_phong	V	B-VP	O
:	CH	O	O
115	M	B-NP	O
ha	Nu	B-NP	O
,	CH	O	O
DNTN	Ny	B-NP	O
Ngọc_Hương	NNP	B-NP	B-ORG
:	CH	O	O
120	M	B-NP	O
ha	Nu	B-NP	O
,	CH	O	O
DNTN	Ny	B-NP	O
Bảo_Sơn	NNP	B-NP	B-ORG
:	CH	O	O
100	M	B-NP	O
ha	Nu	B-NP	O
...	CH	O	O

Xã	N	B-NP	B-LOC
Gia_An	NNP	I-NP	I-LOC
của	E	B-PP	O
huyện	N	B-NP	B-LOC
Tánh_Linh	NNP	I-NP	I-LOC
được	V	B-VP	O
cân_đối	V	B-VP	O
500	M	B-NP	O
ha	Nu	B-NP	O
đất	N	B-NP	O
để	E	B-PP	O
dân	N	B-NP	O
đủ	A	B-AP	O
đất	N	B-NP	O
canh_tác	V	B-VP	O
,	CH	O	O
nhưng	C	O	O
người	Ns	B-NP	O
dân	N	B-NP	O
ở	E	B-PP	O
huyện	N	B-NP	B-LOC
Đức_Linh	NNP	I-NP	I-LOC
sang	V	B-VP	O
chiếm	V	B-VP	O
toàn_bộ	N	B-NP	O
,	CH	O	O
thậm_chí	R	O	O
huyện	N	B-NP	O
dành	V	B-VP	O
riêng	A	B-AP	O
266	M	B-NP	O
ha	Nu	B-NP	O
để	E	B-PP	O
bố_trí	V	B-VP	O
đất	N	B-NP	O
cho	E	B-PP	O
người	N	B-NP	O
dân	N	B-NP	O
ở	E	B-PP	O
xã	N	B-NP	B-LOC
Gia_Huynh	NNP	I-NP	I-LOC
canh_tác	V	B-VP	O
thì	C	O	O
chính	T	O	O
dân	N	B-NP	O
xã	N	B-NP	B-LOC
Gia_Huynh	NNP	I-NP	I-LOC
đi	V	B-VP	O
chiếm	V	B-VP	O
.	CH	O	O

Diện_tích	N	B-NP	O
đất	N	B-NP	O
bị	V	B-VP	O
chiếm	V	B-VP	O
tăng	V	B-VP	O
dần	R	O	O
từ	E	B-PP	O
4.663	M	B-NP	O
ha	Nu	B-NP	O
lên	V	B-VP	O
7.700	M	B-NP	O
ha	Nu	B-NP	O
chỉ	R	O	O
từ	E	B-PP	O
đầu	N	B-NP	O
năm	N	B-NP	O
2003	M	B-NP	O
đến	E	B-PP	O
nay	P	B-NP	O
.	CH	O	O

Trên	E	B-PP	O
phần	N	B-NP	O
đất	N	B-NP	O
dân	N	B-NP	O
chiếm	V	B-VP	O
thường	R	O	O
chỉ	R	O	O
có	V	B-VP	O
một	M	B-NP	O
chòi	N	B-NP	O
bằng	E	B-PP	O
lá	N	B-NP	O
hoặc	Cc	O	O
bằng	E	B-PP	O
tấm	Nc	B-NP	O
bạt	N	B-NP	O
,	CH	O	O
vài	L	B-NP	O
cây	Nc	B-NP	O
cọc	N	B-NP	O
cắm	V	B-VP	O
bao	N	B-NP	O
nilông	Nb	B-NP	O
,	CH	O	O
nhưng	C	O	O
theo	V	B-VP	O
anh	Ns	B-NP	O
Trần	NNP	B-NP	B-PER
Xuân	NNP	I-NP	I-PER
Vỹ	NNP	I-NP	I-PER
-	CH	O	O
nhân_viên	N	B-NP	O
bảo_vệ	V	B-VP	O
Công_ty	N	B-NP	B-ORG
Cao_su	N	I-NP	I-ORG
Bình_Thuận	NNP	I-NP	I-ORG
,	CH	O	O
chỉ	R	O	O
cần	V	B-VP	O
công_ty	N	B-NP	O
đưa	V	B-VP	O
xe	N	B-NP	O
vô	R	O	O
ủi	V	B-VP	O
đất	N	B-NP	O
khu	N	B-NP	O
500	M	B-NP	O
ha	Nu	B-NP	O
nhà	N	B-NP	O
ở	V	B-VP	O
cho	E	B-PP	O
công_nhân	N	B-NP	O
là	V	B-VP	O
năm	M	B-NP	O
phút	Nu	B-NP	O
sau	N	B-NP	O
có	V	B-VP	O
hàng	R	O	O
chục	M	B-NP	O
người	N	B-NP	O
cầm	V	B-VP	O
dao	N	B-NP	O
,	CH	O	O
rựa	N	B-NP	O
vô	V	B-VP	O
ngăn_cản	V	B-VP	O
.	CH	O	O

""""	CH	O	O
Ai	P	B-NP	O
cũng	R	O	O
biết	V	B-VP	O
đất	N	B-NP	O
này	P	B-NP	O
đã	R	O	O
được	V	B-VP	O
giao	V	B-VP	O
cho	E	B-PP	O
công_ty	N	B-NP	O
nhưng	C	O	O
người	Ns	B-NP	O
dân	N	B-NP	O
cứ	R	O	O
vô	V	B-VP	O
chiếm	V	B-VP	O
""""	CH	O	O
.	CH	O	O

""""	CH	O	O
Chiếm	V	B-VP	O
rồi	R	O	O
họ	P	B-NP	O
canh	V	B-VP	O
còn	R	O	O
kỹ	A	B-AP	O
hơn	A	B-AP	O
bảo_vệ	N	B-NP	O
của	E	B-PP	O
công_ty	N	B-NP	O
""""	CH	O	O
,	CH	O	O
anh	Ns	B-NP	O
Vỹ	NNP	B-NP	B-PER
kể	V	B-VP	O
.	CH	O	O

Ông	Ns	B-NP	O
Bùi	NNP	B-NP	B-PER
Ngọc	NNP	I-NP	I-PER
Quan	NNP	I-NP	I-PER
,	CH	O	O
giám_đốc	N	B-NP	O
Công_ty	N	B-NP	B-ORG
Cao_su	NNP	I-NP	I-ORG
Bình_Thuận	NNP	I-NP	I-ORG
,	CH	O	O
than	V	B-VP	O
:	CH	O	O
""""	CH	O	O
Khi	N	B-NP	O
đất	N	B-NP	O
bị	V	B-VP	O
chiếm	V	B-VP	O
,	CH	O	O
chúng_tôi	P	B-NP	O
chỉ	R	O	O
biết	V	B-VP	O
""""	CH	O	O
kính	V	B-VP	O
thưa	V	B-VP	O
UBND	Ny	B-NP	O
huyện	N	I-NP	O
,	CH	O	O
báo_cáo	V	B-VP	O
các	L	B-NP	O
đồng_chí	N	B-NP	O
...	CH	O	O

Đi	V	B-VP	O
bộ	N	B-NP	O
kiểm_tra	V	B-VP	O
nạn	N	B-NP	O
chiếm	V	B-VP	O
đất	N	B-NP	O
.	CH	O	O

""""	CH	O	O
Rừng	N	B-NP	O
của	E	B-PP	O
chúng_tôi	P	B-NP	O
thế	P	B-NP	O
này	P	B-NP	O
mà	C	O	O
họ	P	B-NP	O
đem	V	B-VP	O
dao	N	B-NP	O
vào	V	B-VP	O
chặt	V	B-VP	O
,	CH	O	O
đuổi	V	B-VP	O
không	R	O	O
đi	V	B-VP	O
""""	CH	O	O
.	CH	O	O

""""	CH	O	O
Bây_giờ	P	B-NP	O
chúng_tôi	P	B-NP	O
phải	V	B-VP	O
rào	V	B-VP	O
lại	V	B-VP	O
bằng	E	B-PP	O
kẽm	N	B-NP	O
gai	N	B-NP	O
""""	CH	O	O
,	CH	O	O
giám_đốc	N	B-NP	O
Lâm_trường	N	B-NP	B-ORG
Tánh_Linh	NNP	I-NP	I-LOC
Bùi	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Thu	NNP	I-NP	I-PER
than	V	B-VP	O
.	CH	O	O

Hôm	N	B-NP	O
cùng	A	B-AP	O
ông	Ns	B-NP	O
Thu	NNP	B-NP	B-PER
vào	V	B-VP	O
tiểu_khu	N	B-NP	B-LOC
311	M	I-NP	I-LOC
,	CH	O	O
tôi	P	B-NP	O
thấy	V	B-VP	O
ông	Ns	B-NP	O
chủ	N	B-NP	O
rừng	N	B-NP	O
tay	N	B-NP	O
chỉ	V	B-VP	O
đám	Ne	B-NP	O
khói	N	B-NP	O
xa_xa	A	B-AP	O
kêu	V	B-VP	O
lên	V	B-VP	O
:	CH	O	O
""""	CH	O	O
Đó	P	B-NP	O
đó	P	B-NP	O
,	CH	O	O
khói	N	B-NP	O
thế	P	B-NP	O
kia	P	B-NP	O
là	V	B-VP	O
dân	N	B-NP	O
đốt	V	B-VP	O
cây	N	B-NP	O
keo	N	B-NP	O
của	E	B-PP	O
lâm_trường	N	B-NP	O
đó	P	B-NP	O
...	CH	O	O

Nhìn	V	B-VP	O
thế	P	B-NP	O
thôi	T	O	O
chứ	C	O	O
bây_giờ	P	B-NP	O
chúng_tôi	P	B-NP	O
...	CH	O	O
bất_lực	A	B-AP	O
rồi	R	O	O
.	CH	O	O

Ông	Ns	B-NP	O
Thu	NNP	B-NP	B-PER
giải_thích	V	B-VP	O
:	CH	O	O
""""	CH	O	O
Lâm_trường	N	B-NP	O
chỉ	R	O	O
có	V	B-VP	O
19	M	B-NP	O
người	N	B-NP	O
,	CH	O	O
bảo_vệ	V	B-VP	O
sáu	M	B-NP	O
điểm	N	B-NP	O
,	CH	O	O
mỗi	L	B-NP	O
điểm	N	B-NP	O
ba	M	B-NP	O
người	N	B-NP	O
giữ	V	B-VP	O
600	M	B-NP	O
ha	Nu	B-NP	O
.	CH	O	O

Chúng_tôi	P	B-NP	O
đi	V	B-VP	O
kiểm_tra	V	B-VP	O
bằng	E	B-PP	O
xe_máy	N	B-NP	O
,	CH	O	O
còn	C	O	O
vô	V	B-VP	O
rừng	N	B-NP	O
thì	C	O	O
...	CH	O	O
đi	V	B-VP	O
bộ	N	B-NP	O
.	CH	O	O

Ông	Ns	B-NP	O
Thu	NNP	B-NP	B-PER
phân_trần	V	B-VP	O
thêm	R	O	O
:	CH	O	O
""""	CH	O	O
Bây_giờ	P	B-NP	O
người_người	N	B-NP	O
chiếm	V	B-VP	O
đất	N	B-NP	O
,	CH	O	O
nhà_nhà	N	B-NP	O
chiếm	V	B-VP	O
đất	N	B-NP	O
,	CH	O	O
trong	E	B-PP	O
khi	N	B-NP	O
lâm_trường	N	B-NP	O
không	R	O	O
có	V	B-VP	O
quyền	N	B-NP	O
xử_lý	V	B-VP	O
người	N	B-NP	O
vi_phạm	V	B-VP	O
mà	C	O	O
chỉ	R	O	O
được	V	B-VP	O
tạm	A	B-AP	O
giữ	V	B-VP	O
24	M	B-NP	O
giờ	Nu	B-NP	O
.	CH	O	O

Quá	V	B-VP	O
thời_gian	N	B-NP	O
ấy	P	B-NP	O
phải	V	B-VP	O
thả	V	B-VP	O
,	CH	O	O
rồi	C	O	O
đâu	P	B-NP	O
vẫn	R	O	O
hoàn	V	B-VP	O
đấy	P	B-NP	O
.	CH	O	O

Tình_trạng	N	B-NP	O
phá	V	B-VP	O
rừng	N	B-NP	O
(	CH	O	O
chặt	V	B-VP	O
cây	N	B-NP	O
,	CH	O	O
đốt	V	B-VP	O
gốc	N	B-NP	O
)	CH	O	O
chiếm	V	B-VP	O
đất	N	B-NP	O
diễn	V	B-VP	O
ra	V	B-VP	O
từ	E	B-PP	O
hơn	A	B-AP	O
hai	M	B-NP	O
năm	N	B-NP	O
qua	V	B-VP	O
,	CH	O	O
nhưng	C	O	O
đến	E	B-PP	O
cuối	N	B-NP	O
tháng	N	B-NP	O
4-2005	M	B-NP	O
,	CH	O	O
Hạt	N	B-NP	B-ORG
kiểm_lâm	N	I-NP	I-ORG
Tánh_Linh	NNP	I-NP	I-ORG
mới	R	O	O
ra	V	B-VP	O
hai	M	B-NP	O
quyết_định	N	B-NP	O
khởi_tố	V	B-VP	O
vụ	N	B-NP	O
án	N	B-NP	O
hình_sự	N	B-NP	O
tội	N	B-NP	O
huỷ_hoại	V	B-VP	O
rừng	N	B-NP	O
đối_với	E	B-PP	O
Nguyễn	NNP	B-NP	B-PER
Phước	NNP	I-NP	I-PER
Thành	NNP	I-NP	I-PER
ở	E	B-PP	O
thôn	N	B-NP	B-LOC
3	M	I-NP	I-LOC
,	CH	O	O
xã	N	B-NP	B-LOC
Gia_Huynh	NNP	I-NP	I-LOC
,	CH	O	O
huyện	N	B-NP	B-LOC
Tánh_Linh	NNP	I-NP	I-LOC
và	Cc	O	O
năm	M	B-NP	O
đối_tượng	N	B-NP	O
ở	E	B-PP	O
xã	N	B-NP	B-LOC
Đức_Tài	NNP	I-NP	I-LOC
,	CH	O	O
huyện	N	B-NP	B-LOC
Đức_Linh	NNP	I-NP	I-LOC
.	CH	O	O

Ở	E	B-PP	O
xã	N	B-NP	B-LOC
Gia_Huynh	NNP	I-NP	I-LOC
,	CH	O	O
người	N	B-NP	O
dân	N	B-NP	O
dựa	V	B-VP	O
vào	E	B-PP	O
một	M	B-NP	O
bí_thư	N	B-NP	O
chi_bộ	N	B-NP	O
thôn	N	B-NP	O
(	CH	O	O
người	N	B-NP	O
chiếm	V	B-VP	O
hàng	R	O	O
chục	M	B-NP	O
hecta	Nu	B-NP	O
đất	N	B-NP	O
của	E	B-PP	O
Viện	N	B-NP	O
Nghiên_cứu	V	B-VP	O
cao_su	N	B-NP	O
mà	C	O	O
chúng_tôi	P	B-NP	O
đã	R	O	O
đề_cập	V	B-VP	O
bài	N	B-NP	O
trước	N	B-NP	O
)	CH	O	O
để	E	B-PP	O
...	CH	O	O
xuống_đường	V	B-VP	O
chiếm	V	B-VP	O
đất	N	B-NP	O
.	CH	O	O

Hai	M	B-NP	O
người	Ns	B-NP	O
em	N	B-NP	O
của	E	B-PP	O
ông	Ns	B-NP	O
bí_thư	N	B-NP	O
này	P	B-NP	O
là	V	B-VP	O
hai	M	B-NP	O
nhân_vật	N	B-NP	O
cầm_đầu	V	B-VP	O
gây	V	B-VP	O
cản_trở	V	B-VP	O
khi	N	B-NP	O
lâm_trường	N	B-NP	O
ủi	V	B-VP	O
đất	N	B-NP	O
.	CH	O	O

Ông	Ns	B-NP	O
Trương	NNP	B-NP	B-PER
Văn	NNP	I-NP	I-PER
Thưởng	NNP	I-NP	I-PER
,	CH	O	O
phó_chủ_tịch	N	B-NP	O
UBND	Ny	B-NP	B-ORG
huyện	N	I-NP	I-ORG
Tánh_Linh	NNP	I-NP	I-ORG
:	CH	O	O
""""	CH	O	O
Rất	R	O	O
căng_thẳng	A	B-AP	O
,	CH	O	O
phức_tạp	A	B-AP	O
...	CH	O	O
""""	CH	O	O
.	CH	O	O

Khó_khăn	A	B-AP	O
nhất	R	O	O
là	V	B-VP	O
dân	N	B-NP	O
cư_trú	V	B-VP	O
bất_hợp_pháp	A	B-AP	O
nhiều	A	B-AP	O
quá	R	O	O
,	CH	O	O
sống	V	B-VP	O
trong	E	B-PP	O
rừng	N	B-NP	O
,	CH	O	O
khi	N	B-NP	O
phát_hiện	V	B-VP	O
thì	C	O	O
họ	N	B-NP	O
nói	V	B-VP	O
đi	V	B-VP	O
làm_thuê	V	B-VP	O
cho	E	B-PP	O
dân	N	B-NP	O
trong	E	B-PP	O
vùng	N	B-NP	O
.	CH	O	O

Cả	P	B-NP	O
huyện	N	B-NP	O
có	V	B-VP	O
97.000	M	B-NP	O
cư_dân	N	B-NP	O
,	CH	O	O
nhưng	C	O	O
trong	E	B-PP	O
đó	P	B-NP	O
có	V	B-VP	O
bao_nhiêu	L	B-NP	O
người	N	B-NP	O
tạm_trú	V	B-VP	O
chúng_tôi	P	B-NP	O
chưa	R	O	O
kiểm_tra	V	B-VP	O
.	CH	O	O

Riêng	T	O	O
khu_vực	N	B-NP	O
Biển_Lạc	NNP	B-NP	B-LOC
,	CH	O	O
đa_số	L	B-NP	O
dân	N	B-NP	O
lấn_chiếm	V	B-VP	O
là	V	B-VP	O
của	E	B-PP	O
huyện	N	B-NP	B-LOC
Đức_Linh	NNP	I-NP	I-LOC
.	CH	O	O

Chúng_tôi	P	B-NP	O
dự_kiến	V	B-VP	O
trao	V	B-VP	O
danh_sách	N	B-NP	O
các	L	B-NP	O
hộ	N	B-NP	O
này	P	B-NP	O
cho	E	B-PP	O
Công_an	N	B-NP	B-ORG
huyện	N	I-NP	I-ORG
Đức_Linh	NNP	I-NP	I-ORG
,	CH	O	O
sau	N	B-NP	O
đó	P	B-NP	O
UBND	Ny	B-NP	O
xã	N	B-NP	O
ra	V	B-VP	O
quyết_định	N	B-NP	O
xử_phạt	V	B-VP	O
vi_phạm	V	B-VP	O
hành_chính	A	B-AP	O
,	CH	O	O
nếu	C	O	O
quá	V	B-VP	O
thời_gian	N	B-NP	O
không	R	O	O
chấp_hành	V	B-VP	O
sẽ	R	O	O
áp_dụng	V	B-VP	O
biện_pháp	N	B-NP	O
cưỡng_chế	V	B-VP	O
tháo_dỡ	V	B-VP	O
hết	R	O	O
các	L	B-NP	O
lán	N	B-NP	O
,	CH	O	O
trại	N	B-NP	O
...	CH	O	O

Huyện	N	B-NP	O
cũng	R	O	O
đề_nghị	V	B-VP	O
UBND	Ny	B-NP	B-ORG
huyện	N	I-NP	I-ORG
Đức_Linh	NNP	I-NP	I-ORG
sang	V	B-VP	O
đón	V	B-VP	O
dân	N	B-NP	O
mình	P	B-NP	O
về	R	O	O
...	CH	O	O

Tình_hình	N	B-NP	O
lấn_chiếm	V	B-VP	O
ở	E	B-PP	O
Biển_Lạc	NNP	B-NP	B-LOC
là	V	B-VP	O
có	V	B-VP	O
một	M	B-NP	O
sự	N	B-NP	O
liên_kết	V	B-VP	O
,	CH	O	O
chiếm	V	B-VP	O
đất	N	B-NP	O
có	V	B-VP	O
tổ_chức	N	B-NP	O
nhưng	C	O	O
chúng_tôi	P	B-NP	O
chưa	R	O	O
nắm	V	B-VP	O
rõ	R	O	O
được	R	O	O
ai	P	B-NP	O
cầm_đầu	V	B-VP	O
.	CH	O	O

Tình_hình	N	B-NP	O
bây_giờ	P	B-NP	O
rất	R	O	O
căng_thẳng	A	B-AP	O
,	CH	O	O
phức_tạp	A	B-AP	O
.	CH	O	O

Đất	N	B-NP	O
cấp	V	B-VP	O
rồi	R	O	O
thì	C	O	O
đem	V	B-VP	O
bán	V	B-VP	O
,	CH	O	O
cố_tình	V	B-VP	O
không	R	O	O
hợp_tác	V	B-VP	O
với	E	B-PP	O
các	L	B-NP	O
đơn_vị	N	B-NP	O
được	V	B-VP	O
giao	V	B-VP	O
đất	N	B-NP	O
.	CH	O	O

Chính_quyền	N	B-NP	O
xã	N	B-NP	O
rất	R	O	O
yếu	A	B-AP	O
,	CH	O	O
một_số	L	B-NP	O
anh_em	N	B-NP	O
có	V	B-VP	O
gia_đình	N	B-NP	O
,	CH	O	O
người_thân	N	B-NP	O
cũng	R	O	O
lấn	V	B-VP	O
đất	N	B-NP	O
,	CH	O	O
chiếm	V	B-VP	O
đất	N	B-NP	O
.	CH	O	O

Thậm_chí	R	O	O
có	V	B-VP	O
một	M	B-NP	O
anh	Ns	B-NP	O
thuộc	V	B-VP	O
lực_lượng	N	B-NP	O
dân_quân_tự_vệ	N	B-NP	O
đã	R	O	O
lấn_chiếm	V	B-VP	O
rồi	C	O	O
kêu_gọi	V	B-VP	O
cả	P	B-NP	O
gia_đình	N	B-NP	O
ra	V	B-VP	O
lấn_chiếm	V	B-VP	O
.	CH	O	O

Còn	C	O	O
ở	E	B-PP	O
Lâm_trường	N	B-NP	B-LOC
Tánh_Linh	NNP	I-NP	I-LOC
,	CH	O	O
sau	N	B-NP	O
khi	N	B-NP	O
anh	Ns	B-NP	O
Huỳnh	NNP	B-NP	B-PER
Ngự	NNP	I-NP	I-PER
giám_đốc	N	B-NP	O
lâm_trường	N	B-NP	O
bị	V	B-VP	O
cách_chức	V	B-VP	O
,	CH	O	O
anh	Ns	B-NP	O
Thu	NNP	B-NP	B-PER
thay_thế	V	B-VP	O
,	CH	O	O
tình_hình	N	B-NP	O
chiếm	V	B-VP	O
rừng	N	B-NP	O
có	V	B-VP	O
chiều_hướng	N	B-NP	O
...	CH	O	O
nặng	A	B-AP	O
hơn	A	B-AP	O
.	CH	O	O

Huyện	N	B-NP	O
sẽ	R	O	O
thành_lập	V	B-VP	O
các	L	B-NP	O
tổ	N	B-NP	O
truy_quét	V	B-VP	O
liên_ngành	N	B-NP	O
,	CH	O	O
không	R	O	O
để	V	B-VP	O
anh_em	N	B-NP	O
làm	V	B-VP	O
độc_lập	A	B-AP	O
nữa	R	O	O
.	CH	O	O

Tôi	P	B-NP	O
rút	V	B-VP	O
kinh_nghiệm	N	B-NP	O
nếu	C	O	O
để	V	B-VP	O
truy_quét	V	B-VP	O
độc_lập	A	B-AP	O
